order_id,date,item_name,Product_category,quantity,Unit_Price,transaction_amount,transaction_type,received_by,time_of_sale,Customer_ID,Delivery_Address
396,10/31/2022,Side Dish Plantains Large,Side ,7,5.79,40.53,Online,Z2504,Morning,(310) 507-1012,"551 Cherry Ct, Hialeah"
397,7/6/2022,Water ,Soda,9,1.5,13.5,Online,O8563,Afternoon,(305) 509-1003,"112 Main St, Homestead"
398,1/13/2023,2 chickens and 4 sides ,Combo ,1,65.49,65.49,Online,Z2504,Evening,(308) 501-1015,"430 Maple Dr, Miami Beach"
399,6/24/2022,Side Dish Yuca Large,Side ,4,5.79,23.16,Cash,Z2504,Evening,(309) 507-1013,"486 Elm St, Miami"
400,3/4/2023,Side Dish Fries Large,Side ,7,5.79,40.53,Cash,Z2504,Morning,(309) 501-1013,
401,10/11/2022,Water ,Soda,4,1.5,6,Online,E3960,Midnight,(307) 508-1014,
402,3/19/2023,Side Dish Beans Large,Side ,3,5.79,17.37,Cash,O8563,Night,(309) 503-1000,"649 Cedar Ln, Hialeah"
403,9/25/2022,1 Whole Chicken,Chicken_Main ,8,23.99,191.92,Online,Z2504,Midnight,(305) 508-1015,"314 Willow Way, North Miami"
404,11/26/2022,2 chickens and 4 sides ,Combo ,9,65.49,589.41,Cash,E3960,Midnight,(305) 506-1007,"151 Cedar Ln, Kendall"
405,12/13/2022,Side Dish Plantains,Side ,2,3.59,7.18,Cash,Z2504,Night,(307) 502-1018,"575 Willow Way, Miami"
406,10/13/2022,Chicken Sub 6in ,Chicken_Main ,9,8.99,80.91,Online,E3960,Afternoon,(306) 508-1010,"556 Oak Ave, Doral"
407,1/2/2023,Side dish Salad,Side ,8,15.45,123.6,Cash,E3960,Evening,(306) 509-1009,
408,10/5/2022,1 Piece Chicken ,Chicken_Main ,2,10.99,21.98,Online,Z2504,Midnight,(306) 507-1022,"633 Elm St, Miami Beach"
409,9/15/2022,1 chicken and 4 sodas ,Combo ,2,40.54,81.08,Cash,Z2504,Morning,(307) 508-1012,"193 Cherry Ct, Coral Gables"
410,11/23/2022,2 chickens and 4 sides ,Combo ,7,65.49,458.43,Online,Z2504,Afternoon,(310) 507-1017,"630 Willow Way,  Dolphin"
411,11/20/2022,Side dish Salad,Side ,2,15.45,30.9,Cash,E3960,Afternoon,(305) 508-1006,"775 Elm St, North Miami"
412,3/9/2023,Chicha,Soda,2,3.6,7.2,,Z2504,Afternoon,(306) 509-1000,"237 Pine Rd, Miami"
413,4/3/2022,Side Dish Plantains,Side ,8,3.59,28.72,Online,O8563,Midnight,(307) 502-1006,"989 Willow Way, Kendall"
414,1/21/2023,Chicha,Soda,2,3.6,7.2,,O8563,Night,(310) 510-1005,
415,12/5/2022,1/2 chicken with fries ,Combo ,5,15.99,79.95,Online,O8563,Evening,(306) 506-1003,"891 Oak Ave, Homestead"
416,8/5/2022,1/2 chicken with fries ,Combo ,3,15.99,47.97,,Z2504,Morning,(306) 502-1004,"932 Oak Ave, Homestead"
417,1/16/2023,1 chicken and 4 sodas ,Combo ,8,40.54,324.32,Cash,Z2504,Evening,(306) 505-1020,"390 Main St, Kendall"
418,11/12/2022,1 Whole Chicken,Chicken_Main ,6,23.99,143.94,Online,O8563,Night,(309) 500-1010,"124 Elm St, Hialeah"
419,10/8/2022,Side Dish Yuca Large,Side ,1,5.79,5.79,,E3960,Midnight,(308) 501-1003,"662 Pine Rd, Miami Beach"
420,1/30/2023,2 chickens and 4 sides ,Combo ,4,65.49,261.96,Online,O8563,Evening,(307) 506-1011,"785 Birch Blvd, Doral"
421,3/24/2023,1 Whole Chicken,Chicken_Main ,3,23.99,71.97,Online,Z2504,Midnight,(309) 507-1002,
422,8/2/2022,Side Dish Fries,Side ,6,3.59,21.54,Online,Z2504,Evening,(305) 511-1011,"944 Main St, Kendall"
423,10/21/2022,Chicha,Soda,5,3.6,18,Cash,O8563,Night,(308) 507-1010,
424,4/21/2022,Side Dish Mashed Potatoes Large,Side ,1,5.79,5.79,Online,Z2504,Midnight,(309) 501-1003,"505 Pine Rd,  Dolphin"
425,8/17/2022,2 Whole Chickents,Chicken_Main ,10,40.79,407.9,Online,Z2504,Afternoon,(310) 510-1002,"936 Birch Blvd,  Dolphin"
426,1/20/2023,1 chicken and 4 sodas ,Combo ,9,40.54,364.86,Cash,Z2504,Midnight,(305) 506-1021,"176 Oak Ave, Kendall"
427,5/21/2022,Side Dish Yuca,Side ,2,3.59,7.18,Online,Z2504,Afternoon,(306) 503-1008,"768 Cherry Ct, Homestead"
428,12/24/2022,Side Dish Mashed Potatoes,Side ,3,3.59,10.77,Online,Z2504,Afternoon,(306) 509-1012,
429,9/19/2022,Side Dish Plantains Large,Side ,4,5.79,23.16,Online,Z2504,Night,(310) 509-1020,"433 Cedar Ln,  Dolphin"
430,11/5/2022,Soda ,Soda,2,1.8,3.6,Online,Z2504,Night,(306) 508-1011,"638 Cherry Ct, Miami Beach"
431,3/16/2023,Side Dish Beans Large,Side ,8,5.79,46.32,Online,O8563,Evening,(305) 503-1008,"321 Main St, Kendall"
432,3/27/2023,Arroz con leche,Desert,6,4.99,29.94,Online,Z2504,Afternoon,(309) 501-1011,"289 Willow Way,  Dolphin"
433,5/27/2022,Side Dish Plantains,Side ,2,3.59,7.18,Online,O8563,Evening,(307) 506-1000,"192 Willow Way, Kendall"
434,8/21/2022,Side Dish Beand,Side ,5,3.59,17.95,Cash,E3960,Morning,(306) 504-1017,"826 Pine Rd, North Miami"
435,5/8/2022,Side Dish Beand,Side ,6,3.59,21.54,Cash,O8563,Afternoon,(305) 503-1022,"722 Cherry Ct, Doral"
436,1/5/2023,2 chickens and 4 sides ,Combo ,2,65.49,130.98,Cash,E3960,Midnight,(307) 506-1006,"902 Elm St, Doral"
437,8/31/2022,Side Dish Fries Large,Side ,5,5.79,28.95,,Z2504,Morning,(306) 509-1011,"798 Pine Rd,  Dolphin"
438,6/20/2022,Side Dish Fries Large,Side ,6,5.79,34.74,Online,Z2504,Morning,(308) 511-1021,
439,9/30/2022,Side Dish Beand,Side ,3,3.59,10.77,Online,Z2504,Afternoon,(306) 510-1018,"130 Elm St, Miami"
440,11/28/2022,1/2 Chicken,Chicken_Main ,9,13.13,118.17,Cash,O8563,Afternoon,(305) 510-1011,"420 Main St, Kendall"
441,11/2/2022,Side Dish Beand,Side ,6,3.59,21.54,Online,Z2504,Midnight,(309) 506-1005,"846 Cherry Ct, Kendall"
442,8/22/2022,1 chicken and 4 sodas ,Combo ,6,40.54,243.24,Online,O8563,Night,(308) 509-1007,"752 Main St, Kendall"
443,9/5/2022,Chicken Sub 6in ,Chicken_Main ,1,8.99,8.99,Cash,E3960,Night,(307) 511-1018,"795 Maple Dr, Hialeah"
444,9/28/2022,1 chicken and 4 sodas ,Combo ,1,40.54,40.54,,O8563,Evening,(307) 510-1002,"271 Cherry Ct, Kendall"
445,10/22/2022,Soda ,Soda,3,1.8,5.4,Online,O8563,Morning,(306) 504-1012,"631 Oak Ave, Homestead"
446,8/31/2022,1/2 chicken salad and 2 sodas ,Combo ,4,17.99,71.96,Cash,O8563,Night,(308) 502-1009,"284 Cedar Ln, Coral Gables"
447,1/17/2023,Side Dish Yuca,Side ,8,3.59,28.72,Online,Z2504,Afternoon,(308) 507-1007,
448,7/27/2022,Side Dish Mashed Potatoes,Side ,8,3.59,28.72,Cash,O8563,Evening,(306) 505-1008,
449,9/9/2022,Side Dish Beand,Side ,5,3.59,17.95,Cash,Z2504,Afternoon,(307) 507-1015,"172 Birch Blvd, North Miami"
450,5/20/2022,Tres Leches ,Desert,5,4.99,24.95,Online,Z2504,Morning,(308) 507-1001,"478 Main St, Coral Gables"
451,3/15/2023,1 Piece Chicken ,Chicken_Main ,7,10.99,76.93,Cash,O8563,Midnight,(306) 500-1018,"779 Pine Rd, Hialeah"
452,12/25/2022,Soda ,Soda,1,1.8,1.8,Online,E3960,Afternoon,(307) 507-1022,"286 Cedar Ln, North Miami"
453,10/20/2022,2 Whole Chickents,Chicken_Main ,6,40.79,244.74,Online,E3960,Midnight,(305) 511-1015,"186 Birch Blvd, Miami"
454,3/7/2023,Tres Leches ,Desert,10,4.99,49.9,Online,O8563,Evening,(306) 503-1007,"828 Cedar Ln, Hialeah"
455,3/1/2023,Water ,Soda,4,1.5,6,Cash,O8563,Midnight,(305) 502-1016,
456,12/31/2022,2 Whole Chickents,Chicken_Main ,8,40.79,326.32,,O8563,Night,(308) 504-1020,
457,10/16/2022,1 Piece Chicken ,Chicken_Main ,9,10.99,98.91,Cash,Z2504,Evening,(306) 509-1000,"237 Pine Rd, Miami"
458,9/12/2022,Side Dish Fries Large,Side ,2,5.79,11.58,Cash,Z2504,Midnight,(309) 502-1019,
459,6/8/2022,Side Dish Plantains,Side ,2,3.59,7.18,Cash,Z2504,Night,(306) 501-1005,"725 Elm St, Doral"
460,11/20/2022,Side Dish Plantains,Side ,5,3.59,17.95,Cash,Z2504,Morning,(310) 502-1008,"288 Main St, North Miami"
461,7/22/2022,Side Dish Plantains Large,Side ,5,5.79,28.95,Cash,O8563,Midnight,(307) 508-1020,"303 Pine Rd, Kendall"
462,4/24/2022,Side Dish Mashed Potatoes Large,Side ,2,5.79,11.58,Cash,Z2504,Morning,(305) 503-1009,"743 Cherry Ct, Miami Beach"
463,6/11/2022,Soda ,Soda,7,1.8,12.6,Online,Z2504,Midnight,(309) 502-1020,
464,10/18/2022,Arroz con leche,Desert,1,4.99,4.99,Cash,Z2504,Morning,(310) 504-1004,"241 Main St, Kendall"
465,1/15/2023,1 chichen and 2 sides,Combo ,1,45.59,45.59,Online,O8563,Evening,(310) 504-1021,"193 Birch Blvd, Miami"
466,1/11/2023,Chicken Sub 6in ,Chicken_Main ,5,8.99,44.95,Cash,O8563,Evening,(309) 506-1010,"862 Willow Way, Hialeah"
467,10/17/2022,Side Dish Yuca Large,Side ,10,5.79,57.9,Online,Z2504,Morning,(307) 504-1021,"874 Elm St, Miami"
468,9/8/2022,1 chichen and 2 sides,Combo ,7,45.59,319.13,Cash,Z2504,Evening,(308) 506-1010,"593 Cherry Ct, North Miami"
469,5/15/2022,Soda ,Soda,9,1.8,16.2,Online,Z2504,Morning,(307) 506-1011,"785 Birch Blvd, Doral"
470,9/29/2022,Side Dish Beans Large,Side ,9,5.79,52.11,Cash,Z2504,Morning,(305) 505-1009,"753 Birch Blvd, Doral"
471,2/13/2023,Side Dish Beand,Side ,4,3.59,14.36,Cash,Z2504,Afternoon,(309) 507-1013,"486 Elm St, Miami"
472,1/11/2023,2 Whole Chickents,Chicken_Main ,1,40.79,40.79,,O8563,Midnight,(310) 500-1004,"840 Cedar Ln, Miami"
473,9/4/2022,Side dish Salad,Side ,8,15.45,123.6,Cash,Z2504,Evening,(309) 510-1021,"854 Elm St, Hialeah"
474,8/28/2022,Side Dish Yuca,Side ,6,3.59,21.54,Cash,O8563,Night,(307) 506-1013,"681 Willow Way, Coral Gables"
475,2/24/2023,Side Dish Plantains Large,Side ,1,5.79,5.79,Cash,E3960,Night,(308) 511-1016,"740 Willow Way, Miami"
476,2/2/2023,Side Dish Plantains,Side ,6,3.59,21.54,Cash,Z2504,Morning,(305) 511-1003,"637 Cherry Ct, Homestead"
477,2/13/2023,Side Dish Fries Large,Side ,5,5.79,28.95,Cash,E3960,Midnight,(305) 507-1013,
478,12/27/2022,1/2 chicken with fries ,Combo ,4,15.99,63.96,Cash,E3960,Afternoon,(310) 503-1020,"448 Elm St, Homestead"
479,2/13/2023,1/2 chicken with fries ,Combo ,2,15.99,31.98,Cash,Z2504,Afternoon,(306) 504-1009,"455 Birch Blvd,  Dolphin"
480,10/2/2022,1 Whole Chicken,Chicken_Main ,1,23.99,23.99,Cash,E3960,Evening,(306) 511-1018,"911 Birch Blvd, Coral Gables"
481,10/29/2022,Side Dish Plantains,Side ,7,3.59,25.13,Cash,E3960,Evening,(308) 504-1001,
482,1/31/2023,Tres Leches ,Desert,5,4.99,24.95,Online,O8563,Afternoon,(310) 501-1022,"890 Maple Dr,  Dolphin"
483,4/27/2022,Alfajor,Desert,1,3.45,3.45,Cash,Z2504,Morning,(307) 510-1018,"454 Oak Ave, Coral Gables"
484,3/21/2023,1 Piece Chicken ,Chicken_Main ,5,10.99,54.95,Cash,Z2504,Afternoon,(305) 509-1015,"941 Maple Dr, Hialeah"
485,2/26/2023,Chicken Sub 6in ,Chicken_Main ,9,8.99,80.91,Cash,Z2504,Midnight,(305) 507-1017,"520 Willow Way, Hialeah"
486,2/14/2023,1 Whole Chicken,Chicken_Main ,6,23.99,143.94,Cash,Z2504,Midnight,(310) 502-1010,"897 Maple Dr, Hialeah"
487,5/27/2022,1/2 Chicken,Chicken_Main ,7,13.13,91.91,Cash,Z2504,Midnight,(306) 508-1012,"815 Oak Ave, Doral"
488,9/21/2022,1/2 chicken with fries ,Combo ,2,15.99,31.98,Cash,O8563,Midnight,(308) 510-1022,"993 Birch Blvd, Miami"
489,2/3/2023,Side dish Salad,Side ,9,15.45,139.05,Online,E3960,Evening,(309) 501-1011,"289 Willow Way,  Dolphin"
490,12/26/2022,Tres Leches ,Desert,10,4.99,49.9,Cash,O8563,Morning,(306) 500-1015,"884 Birch Blvd, Coral Gables"
491,5/31/2022,Side Dish Fries Large,Side ,4,5.79,23.16,Online,E3960,Midnight,(308) 503-1020,"455 Elm St, Hialeah"
492,7/11/2022,Side Dish Beand,Side ,4,3.59,14.36,Cash,Z2504,Afternoon,(308) 504-1020,
493,10/2/2022,Side Dish Fries,Side ,1,3.59,3.59,Online,Z2504,Morning,(305) 509-1001,"499 Cherry Ct, Coral Gables"
494,1/14/2023,Tres Leches ,Desert,5,4.99,24.95,Cash,Z2504,Night,(306) 510-1001,
495,10/20/2022,1 chichen and 2 sides,Combo ,6,45.59,273.54,Online,Z2504,Midnight,(308) 503-1011,"288 Cedar Ln, Doral"
496,11/7/2022,Side Dish Plantains,Side ,5,3.59,17.95,Online,Z2504,Night,(307) 501-1013,"493 Birch Blvd, Coral Gables"
497,1/25/2023,1 chicken and 4 sodas ,Combo ,2,40.54,81.08,Cash,E3960,Midnight,(310) 507-1003,"419 Main St, Hialeah"
498,6/16/2022,2 chickens and 4 sides ,Combo ,5,65.49,327.45,Cash,O8563,Midnight,(305) 510-1008,
499,7/27/2022,Side Dish Plantains,Side ,4,3.59,14.36,Online,Z2504,Evening,(305) 510-1009,"862 Elm St, Coral Gables"
500,4/8/2022,1 Whole Chicken,Chicken_Main ,7,23.99,167.93,Online,Z2504,Midnight,(305) 509-1001,"499 Cherry Ct, Coral Gables"
501,8/9/2022,Side Dish Yuca,Side ,10,3.59,35.9,Online,Z2504,Afternoon,(309) 505-1022,"631 Cedar Ln, Miami Beach"
502,1/4/2023,Chicken Sub 12in,Chicken_Main ,2,12.99,25.98,Online,Z2504,Night,(306) 511-1000,"963 Cedar Ln,  Dolphin"
503,11/4/2022,Side Dish Yuca Large,Side ,6,5.79,34.74,Cash,O8563,Morning,(306) 500-1003,"428 Main St, Coral Gables"
504,12/9/2022,Side Dish Fries Large,Side ,5,5.79,28.95,Cash,O8563,Evening,(307) 506-1017,"708 Main St, Miami"
505,2/12/2023,1 Whole Chicken,Chicken_Main ,3,23.99,71.97,Cash,Z2504,Night,(309) 500-1010,"124 Elm St, Hialeah"
506,12/26/2022,1 Piece Chicken ,Chicken_Main ,9,10.99,98.91,Cash,Z2504,Midnight,(310) 500-1000,"684 Maple Dr, Coral Gables"
507,12/14/2022,Side Dish Mashed Potatoes,Side ,3,3.59,10.77,Online,O8563,Morning,(305) 502-1006,
508,12/10/2022,Side Dish Plantains Large,Side ,9,5.79,52.11,Cash,O8563,Night,(308) 506-1014,"268 Willow Way, Miami Beach"
509,10/26/2022,Soda ,Soda,6,1.8,10.8,Online,Z2504,Evening,(308) 501-1013,"343 Main St, Miami Beach"
510,4/4/2022,1 Whole Chicken,Chicken_Main ,4,23.99,95.96,Online,Z2504,Afternoon,(306) 505-1022,"363 Maple Dr,  Dolphin"
511,8/2/2022,Soda ,Soda,4,1.8,7.2,Cash,Z2504,Night,(305) 500-1014,"669 Birch Blvd, Coral Gables"
512,1/11/2023,2 Whole Chickents,Chicken_Main ,4,40.79,163.16,Cash,Z2504,Afternoon,(308) 505-1002,
513,7/16/2022,Side Dish Fries,Side ,4,3.59,14.36,Cash,Z2504,Night,(310) 507-1004,"217 Oak Ave, Homestead"
514,8/24/2022,Chicken Sub 12in,Chicken_Main ,9,12.99,116.91,Online,Z2504,Evening,(307) 508-1021,"200 Birch Blvd, Coral Gables"
515,11/2/2022,1 Piece Chicken ,Chicken_Main ,8,10.99,87.92,Card,O8563,Night,(307) 509-1022,"295 Elm St, Hialeah"
516,9/22/2022,Side Dish Beans Large,Side ,6,5.79,34.74,Online,O8563,Midnight,(310) 507-1015,"310 Maple Dr, Hialeah"
517,7/2/2022,Side dish Salad,Side ,7,15.45,108.15,Online,O8563,Evening,(309) 502-1008,
518,12/9/2022,Side Dish Yuca Large,Side ,6,5.79,34.74,Cash,Z2504,Morning,(309) 500-1012,"389 Maple Dr, Miami Beach"
519,11/25/2022,Side Dish Plantains,Side ,10,3.59,35.9,Cash,Z2504,Morning,(309) 507-1003,"909 Cherry Ct, Miami Beach"
520,4/3/2022,Side Dish Beand,Side ,6,3.59,21.54,Online,Z2504,Night,(310) 503-1018,
521,1/27/2023,Water ,Soda,4,1.5,6,Online,Z2504,Morning,(310) 504-1019,"427 Cedar Ln, Miami"
522,12/29/2022,Side Dish Yuca Large,Side ,6,5.79,34.74,Cash,Z2504,Midnight,(307) 507-1015,"172 Birch Blvd, North Miami"
523,11/3/2022,Arroz con leche,Desert,5,4.99,24.95,Cash,Z2504,Afternoon,(307) 504-1001,"639 Pine Rd,  Dolphin"
524,5/1/2022,1 Piece Chicken ,Chicken_Main ,3,10.99,32.97,Online,Z2504,Afternoon,(306) 509-1015,
525,5/4/2022,Side Dish Plantains,Side ,2,3.59,7.18,Cash,Z2504,Midnight,(310) 508-1019,"672 Elm St, Hialeah"
526,7/4/2022,1/2 chicken with fries ,Combo ,8,15.99,127.92,Cash,Z2504,Evening,(309) 502-1004,"665 Elm St, Miami"
527,1/6/2023,Side Dish Beans Large,Side ,3,5.79,17.37,Cash,Z2504,Afternoon,(308) 503-1008,"515 Maple Dr, Hialeah"
528,7/1/2022,Side Dish Beans Large,Side ,1,5.79,5.79,Cash,O8563,Midnight,(305) 508-1016,"114 Cherry Ct, Coral Gables"
529,5/15/2022,Side Dish Mashed Potatoes,Side ,1,3.59,3.59,Card,Z2504,Afternoon,(308) 511-1017,"788 Cherry Ct, Doral"
530,7/27/2022,1/2 chicken salad and 2 sodas ,Combo ,1,17.99,17.99,Cash,O8563,Night,(306) 500-1022,"344 Maple Dr,  Dolphin"
531,10/4/2022,Side Dish Fries,Side ,2,3.59,7.18,Cash,O8563,Night,(305) 509-1001,"499 Cherry Ct, Coral Gables"
532,3/27/2023,1/2 chicken salad and 2 sodas ,Combo ,1,17.99,17.99,Online,Z2504,Midnight,(308) 506-1010,"593 Cherry Ct, North Miami"
533,2/5/2023,1/2 Chicken,Chicken_Main ,7,13.13,91.91,Card,Z2504,Night,(308) 510-1022,"993 Birch Blvd, Miami"
534,5/16/2022,Soda ,Soda,3,1.8,5.4,Online,O8563,Night,(310) 502-1002,"271 Elm St, Miami"
535,9/5/2022,Side Dish Mashed Potatoes Large,Side ,9,5.79,52.11,Online,E3960,Midnight,(309) 508-1013,"946 Elm St, Miami"
536,3/1/2023,Alfajor,Desert,9,3.45,31.05,Cash,E3960,Evening,(310) 501-1022,"890 Maple Dr,  Dolphin"
537,1/25/2023,Side Dish Yuca,Side ,4,3.59,14.36,Cash,Z2504,Evening,(308) 509-1003,"273 Oak Ave, Hialeah"
538,6/5/2022,Water ,Soda,3,1.5,4.5,Online,Z2504,Morning,(307) 510-1010,"298 Birch Blvd, North Miami"
539,9/7/2022,Chicken Sub 6in ,Chicken_Main ,1,8.99,8.99,Online,Z2504,Evening,(306) 508-1006,"426 Maple Dr, Miami Beach"
540,5/27/2022,Soda ,Soda,1,1.8,1.8,Cash,E3960,Afternoon,(310) 501-1018,
541,7/30/2022,Chicha,Soda,6,3.6,21.6,Cash,E3960,Night,(307) 508-1005,"203 Willow Way, Doral"
542,8/4/2022,Side Dish Fries Large,Side ,7,5.79,40.53,Cash,Z2504,Evening,(308) 506-1001,"801 Cedar Ln, Hialeah"
543,4/10/2022,2 chickens and 4 sides ,Combo ,4,65.49,261.96,Cash,Z2504,Evening,(308) 509-1015,"477 Willow Way,  Dolphin"
544,12/14/2022,Side Dish Plantains,Side ,6,3.59,21.54,Online,Z2504,Morning,(308) 506-1004,"106 Birch Blvd,  Dolphin"
545,1/1/2023,Chicha,Soda,7,3.6,25.2,Online,Z2504,Midnight,(305) 507-1014,"978 Willow Way, Miami Beach"
546,7/9/2022,Side Dish Beand,Side ,9,3.59,32.31,Cash,Z2504,Midnight,(310) 511-1002,"547 Cherry Ct, Miami Beach"
547,5/14/2022,Side Dish Mashed Potatoes,Side ,5,3.59,17.95,Online,O8563,Morning,(310) 510-1018,
548,3/29/2023,Side Dish Plantains,Side ,5,3.59,17.95,Cash,E3960,Afternoon,(306) 511-1012,
549,4/15/2022,Side Dish Yuca,Side ,10,3.59,35.9,Online,Z2504,Afternoon,(306) 509-1008,"802 Cedar Ln, Doral"
550,11/15/2022,Water ,Soda,8,1.5,12,Online,Z2504,Afternoon,(305) 506-1015,"968 Pine Rd, North Miami"
551,7/30/2022,1 Piece Chicken ,Chicken_Main ,2,10.99,21.98,Cash,Z2504,Evening,(308) 507-1001,"478 Main St, Coral Gables"
552,9/12/2022,1/2 chicken salad and 2 sodas ,Combo ,4,17.99,71.96,Cash,Z2504,Midnight,(307) 501-1006,"311 Birch Blvd, Coral Gables"
553,11/11/2022,1 chichen and 2 sides,Combo ,7,45.59,319.13,Cash,E3960,Evening,(305) 507-1006,
554,3/9/2023,Soda ,Soda,3,1.8,5.4,Cash,Z2504,Afternoon,(307) 505-1011,"877 Pine Rd, Doral"
555,4/16/2022,2 chickens and 4 sides ,Combo ,6,65.49,392.94,Cash,E3960,Evening,(308) 500-1010,"661 Main St, Doral"
556,2/27/2023,1 chicken and 4 sodas ,Combo ,7,40.54,283.78,Cash,Z2504,Night,(309) 500-1012,"389 Maple Dr, Miami Beach"
557,6/30/2022,Chicken Sub 12in,Chicken_Main ,1,12.99,12.99,Cash,E3960,Evening,(308) 503-1022,"304 Elm St, Doral"
558,10/1/2022,Alfajor,Desert,6,3.45,20.7,Online,E3960,Morning,(306) 503-1010,"556 Cherry Ct, Miami"
559,8/31/2022,Side Dish Plantains Large,Side ,6,5.79,34.74,Online,Z2504,Night,(305) 506-1006,"847 Willow Way, Miami Beach"
560,12/10/2022,Soda ,Soda,7,1.8,12.6,Cash,Z2504,Evening,(308) 505-1002,
561,6/13/2022,Side Dish Beans Large,Side ,9,5.79,52.11,Cash,O8563,Midnight,(306) 506-1012,"422 Cedar Ln, Hialeah"
562,8/9/2022,1/2 Chicken,Chicken_Main ,6,13.13,78.78,Cash,Z2504,Afternoon,(307) 510-1010,"298 Birch Blvd, North Miami"
563,10/13/2022,Side Dish Yuca Large,Side ,1,5.79,5.79,Online,Z2504,Evening,(305) 506-1002,"400 Cedar Ln, Kendall"
564,9/27/2022,1/2 chicken salad and 2 sodas ,Combo ,8,17.99,143.92,Card,E3960,Morning,(307) 501-1011,"694 Oak Ave, Kendall"
565,9/27/2022,Arroz con leche,Desert,2,4.99,9.98,Cash,Z2504,Evening,(305) 510-1001,"456 Elm St, Kendall"
566,7/19/2022,Side Dish Yuca Large,Side ,5,5.79,28.95,Cash,O8563,Evening,(310) 500-1011,"402 Birch Blvd, Kendall"
567,10/16/2022,2 chickens and 4 sides ,Combo ,9,65.49,589.41,Online,Z2504,Afternoon,(308) 511-1017,"788 Cherry Ct, Doral"
568,12/29/2022,Side Dish Fries Large,Side ,1,5.79,5.79,Card,Z2504,Afternoon,(308) 503-1017,"256 Pine Rd, Miami"
569,1/2/2023,1 Piece Chicken ,Chicken_Main ,5,10.99,54.95,Online,O8563,Midnight,(306) 501-1008,"364 Main St, North Miami"
570,9/15/2022,Side Dish Plantains Large,Side ,9,5.79,52.11,Cash,O8563,Morning,(308) 502-1008,"143 Oak Ave,  Dolphin"
571,11/28/2022,Side Dish Fries,Side ,10,3.59,35.9,Cash,Z2504,Evening,(308) 508-1005,"102 Birch Blvd, North Miami"
572,4/2/2022,1 Whole Chicken,Chicken_Main ,4,23.99,95.96,Cash,Z2504,Afternoon,(307) 507-1006,
573,9/7/2022,Side Dish Yuca Large,Side ,4,5.79,23.16,Cash,O8563,Afternoon,(310) 501-1017,
574,10/22/2022,Soda ,Soda,10,1.8,18,Cash,Z2504,Night,(305) 500-1004,"863 Main St, Homestead"
575,12/24/2022,1/2 Chicken,Chicken_Main ,1,13.13,13.13,Online,Z2504,Midnight,(308) 500-1019,"152 Pine Rd, Miami Beach"
576,3/23/2023,1/2 chicken with fries ,Combo ,5,15.99,79.95,Cash,Z2504,Afternoon,(308) 500-1000,"533 Willow Way, Hialeah"
577,9/6/2022,Side Dish Yuca,Side ,5,3.59,17.95,Cash,Z2504,Evening,(308) 507-1010,
578,6/30/2022,1 Whole Chicken,Chicken_Main ,9,23.99,215.91,Online,Z2504,Night,(310) 504-1007,"995 Elm St, Kendall"
579,4/27/2022,Side Dish Beans Large,Side ,2,5.79,11.58,Cash,Z2504,Evening,(308) 500-1014,"976 Elm St, Doral"
580,7/1/2022,1 chichen and 2 sides,Combo ,2,45.59,91.18,Online,Z2504,Night,(308) 506-1002,"441 Main St, Homestead"
581,4/23/2022,Side Dish Beans Large,Side ,5,5.79,28.95,Cash,Z2504,Afternoon,(305) 510-1015,"595 Birch Blvd, Miami"
582,5/12/2022,Chicha,Soda,7,3.6,25.2,Cash,E3960,Morning,(309) 508-1004,"676 Oak Ave, Hialeah"
583,5/31/2022,Side Dish Yuca,Side ,5,3.59,17.95,Cash,Z2504,Night,(309) 503-1013,"191 Main St, Coral Gables"
584,12/4/2022,2 Whole Chickents,Chicken_Main ,1,40.79,40.79,Cash,E3960,Morning,(307) 500-1005,"662 Cedar Ln, Kendall"
585,3/5/2023,1 chichen and 2 sides,Combo ,10,45.59,455.9,Cash,Z2504,Morning,(305) 503-1009,"743 Cherry Ct, Miami Beach"
586,5/22/2022,1/2 chicken with fries ,Combo ,7,15.99,111.93,Online,Z2504,Night,(307) 509-1020,"184 Maple Dr,  Dolphin"
587,4/9/2022,Side Dish Plantains,Side ,8,3.59,28.72,Cash,O8563,Night,(310) 504-1010,"735 Elm St, Miami Beach"
588,6/16/2022,Chicken Sub 12in,Chicken_Main ,1,12.99,12.99,Cash,Z2504,Morning,(306) 501-1016,"838 Cedar Ln, Hialeah"
589,8/25/2022,Side Dish Mashed Potatoes Large,Side ,6,5.79,34.74,Cash,O8563,Night,(306) 511-1000,"963 Cedar Ln,  Dolphin"
590,3/27/2023,Side Dish Beand,Side ,8,3.59,28.72,Online,Z2504,Midnight,(306) 504-1010,"726 Cedar Ln, North Miami"
591,10/1/2022,1 Piece Chicken ,Chicken_Main ,4,10.99,43.96,Cash,O8563,Morning,(305) 509-1003,"112 Main St, Homestead"
592,12/4/2022,Tres Leches ,Desert,7,4.99,34.93,Cash,Z2504,Morning,(305) 500-1010,"725 Pine Rd,  Dolphin"
593,2/16/2023,Side Dish Fries,Side ,8,3.59,28.72,Cash,Z2504,Evening,(310) 506-1020,"404 Main St, Doral"
594,1/20/2023,Water ,Soda,10,1.5,15,Cash,O8563,Morning,(306) 505-1007,"458 Cherry Ct, Kendall"
595,2/22/2023,Chicken Sub 6in ,Chicken_Main ,2,8.99,17.98,Online,O8563,Afternoon,(309) 501-1021,
